Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming,sentiment
2024-12-23 09:15:29,M. Amin Jamaluddin,2,Heran padahal baru sebulan udah aman tiba-tiba logout kumat lagi hadeh maana setiap mau verifikasi sendiri selalu gagal pulsa kepotong iya verifikasi berhasil gagal,Heran padahal baru sebulan udah aman tibatiba logout kumat lagi hadeh maana setiap mau verifikasi sendiri selalu gagal pulsa kepotong iya verifikasi berhasil gagal,heran padahal baru sebulan udah aman tibatiba logout kumat lagi hadeh maana setiap mau verifikasi sendiri selalu gagal pulsa kepotong iya verifikasi berhasil gagal,heran padahal baru sebulan sudah aman tibatiba logout kumat lagi hadeh maana setiap mau verifikasi sendiri selalu gagal pulsa kepotong iya verifikasi berhasil gagal,"['heran', 'padahal', 'baru', 'sebulan', 'sudah', 'aman', 'tibatiba', 'logout', 'kumat', 'lagi', 'hadeh', 'maana', 'setiap', 'mau', 'verifikasi', 'sendiri', 'selalu', 'gagal', 'pulsa', 'kepotong', 'iya', 'verifikasi', 'berhasil', 'gagal']","['heran', 'sebulan', 'aman', 'tibatiba', 'logout', 'kumat', 'hadeh', 'maana', 'verifikasi', 'gagal', 'pulsa', 'kepotong', 'iya', 'verifikasi', 'berhasil', 'gagal']",heran bulan aman tibatiba logout kumat hadeh maana verifikasi gagal pulsa potong iya verifikasi hasil gagal,Negatif
2024-12-23 09:02:11,Abi Zar,1,Padahal saya cuma ngeluarin kartu sim ke hp lain pas kartu nya balik lagi malah verifikasi ulang lgi otomatis harus isi pulsa lagi buat ngirim sms. Nyusahin bener asli dah,Padahal saya cuma ngeluarin kartu sim ke hp lain pas kartu nya balik lagi malah verifikasi ulang lgi otomatis harus isi pulsa lagi buat ngirim sms Nyusahin bener asli dah,padahal saya cuma ngeluarin kartu sim ke hp lain pas kartu nya balik lagi malah verifikasi ulang lgi otomatis harus isi pulsa lagi buat ngirim sms nyusahin bener asli dah,padahal saya cuma mengeluarkan kartu sim ke hp lain pas kartu ya balik lagi malah verifikasi ulang lagi otomatis harus isi pulsa lagi buat mengirim sms menyusahkan benar asli sudah,"['padahal', 'saya', 'cuma', 'mengeluarkan', 'kartu', 'sim', 'ke', 'hp', 'lain', 'pas', 'kartu', 'ya', 'balik', 'lagi', 'malah', 'verifikasi', 'ulang', 'lagi', 'otomatis', 'harus', 'isi', 'pulsa', 'lagi', 'buat', 'mengirim', 'sms', 'menyusahkan', 'benar', 'asli', 'sudah']","['mengeluarkan', 'kartu', 'sim', 'hp', 'pas', 'kartu', 'ya', 'verifikasi', 'ulang', 'otomatis', 'isi', 'pulsa', 'mengirim', 'sms', 'menyusahkan', 'asli']",keluar kartu sim hp pas kartu ya verifikasi ulang otomatis isi pulsa kirim sms susah asli,Negatif
2024-12-23 07:41:36,Gunarto24 Simanjuntak,1,pelayanannya jelekkkkk.! kecewa berat sama bca di mall margocity.! orang nnya malah di cuekin belum selesai gw tanya udah pindah ke orang lain. begitukah pelayanannya.?,pelayanannya jelekkkkk kecewa berat sama bca di mall margocity orang nnya malah di cuekin belum selesai gw tanya udah pindah ke orang lain begitukah pelayanannya,pelayanannya jelekkkkk kecewa berat sama bca di mall margocity orang nnya malah di cuekin belum selesai gw tanya udah pindah ke orang lain begitukah pelayanannya,pelayanannya jelekkkkk kecewa berat sama baca di mall margocity orang nnya malah di cuekin belum selesai gue tanya sudah pindah ke orang lain begitukah pelayanannya,"['pelayanannya', 'jelekkkkk', 'kecewa', 'berat', 'sama', 'baca', 'di', 'mall', 'margocity', 'orang', 'nnya', 'malah', 'di', 'cuekin', 'belum', 'selesai', 'gue', 'tanya', 'sudah', 'pindah', 'ke', 'orang', 'lain', 'begitukah', 'pelayanannya']","['pelayanannya', 'jelekkkkk', 'kecewa', 'berat', 'baca', 'mall', 'margocity', 'orang', 'nnya', 'cuekin', 'selesai', 'gue', 'pindah', 'orang', 'pelayanannya']",layan jelekkkkk kecewa berat baca mall margocity orang nnya cuekin selesai gue pindah orang layan,Negatif
2024-12-23 07:22:33,Aldo,4,Baru kali ini saya mau cek saldo disuruh balik ke menu utama kemudian setelah registrasi di suruh ke ATM buat registrasi ulang. Ini gimana sih solusinya. Kok jadi belibet gitu,Baru kali ini saya mau cek saldo disuruh balik ke menu utama kemudian setelah registrasi di suruh ke ATM buat registrasi ulang Ini gimana sih solusinya Kok jadi belibet gitu,baru kali ini saya mau cek saldo disuruh balik ke menu utama kemudian setelah registrasi di suruh ke atm buat registrasi ulang ini gimana sih solusinya kok jadi belibet gitu,baru kali ini saya mau cek saldo disuruh balik ke menu utama kemudian setelah registrasi di suruh ke atm buat registrasi ulang ini bagaimana sih solusinya kok jadi belibet begitu,"['baru', 'kali', 'ini', 'saya', 'mau', 'cek', 'saldo', 'disuruh', 'balik', 'ke', 'menu', 'utama', 'kemudian', 'setelah', 'registrasi', 'di', 'suruh', 'ke', 'atm', 'buat', 'registrasi', 'ulang', 'ini', 'bagaimana', 'sih', 'solusinya', 'kok', 'jadi', 'belibet', 'begitu']","['kali', 'cek', 'saldo', 'disuruh', 'menu', 'utama', 'registrasi', 'suruh', 'atm', 'registrasi', 'ulang', 'sih', 'solusinya', 'belibet']",kali cek saldo suruh menu utama registrasi suruh atm registrasi ulang sih solusi belibet,Negatif
2024-12-23 07:13:03,Ria Tri handayani,1,Masa bisa di buka tp gak bisa transaksi aneh banget buat apa klo cuma bisa liat saldo doang mah malah di suruh datang ke bca nya langsung gimana ini,Masa bisa di buka tp gak bisa transaksi aneh banget buat apa klo cuma bisa liat saldo doang mah malah di suruh datang ke bca nya langsung gimana ini,masa bisa di buka tp gak bisa transaksi aneh banget buat apa klo cuma bisa liat saldo doang mah malah di suruh datang ke bca nya langsung gimana ini,masa bisa di buka tapi tidak bisa transaksi aneh banget buat apa kalau cuma bisa lihat saldo doang mah malah di suruh datang ke baca ya langsung bagaimana ini,"['masa', 'bisa', 'di', 'buka', 'tapi', 'tidak', 'bisa', 'transaksi', 'aneh', 'banget', 'buat', 'apa', 'kalau', 'cuma', 'bisa', 'lihat', 'saldo', 'doang', 'mah', 'malah', 'di', 'suruh', 'datang', 'ke', 'baca', 'ya', 'langsung', 'bagaimana', 'ini']","['buka', 'transaksi', 'aneh', 'banget', 'lihat', 'saldo', 'doang', 'mah', 'suruh', 'baca', 'ya', 'langsung']",buka transaksi aneh banget lihat saldo doang mah suruh baca ya langsung,Positif
2024-12-23 07:11:11,Jajang Supriatna,1,Apalagi yang di update min mau tf on nya lama,Apalagi yang di update min mau tf on nya lama,apalagi yang di update min mau tf on nya lama,apalagi yang di update min mau tf on ya lama,"['apalagi', 'yang', 'di', 'update', 'min', 'mau', 'tf', 'on', 'ya', 'lama']","['update', 'min', 'tf', 'on', 'ya']",update min tf on ya,Negatif
2024-12-23 06:52:07,Rizdal Makarawa,5,Memuadahkan transaksi pembayaran,Memuadahkan transaksi pembayaran,memuadahkan transaksi pembayaran,memuadahkan transaksi pembayaran,"['memuadahkan', 'transaksi', 'pembayaran']","['memuadahkan', 'transaksi', 'pembayaran']",memuadahkan transaksi bayar,Positif
2024-12-23 05:39:41,jitengs vlogs,3,Kenapaa lampunya warna merah trusss,Kenapaa lampunya warna merah trusss,kenapaa lampunya warna merah trusss,kenapa lampunya warna merah terus,"['kenapa', 'lampunya', 'warna', 'merah', 'terus']","['lampunya', 'warna', 'merah']",lampu warna merah,Positif
2024-12-23 04:58:25,IRDA FAUZIAH SALSABILLAH - 0125,1,"Huaaa beli pulsa lewat bca mobile, saldo kepotong tapi pulsa nya ga masuk😭",Huaaa beli pulsa lewat bca mobile saldo kepotong tapi pulsa nya ga masuk,huaaa beli pulsa lewat bca mobile saldo kepotong tapi pulsa nya ga masuk,huaaa beli pulsa lewat baca mobile saldo kepotong tapi pulsa ya tidak masuk,"['huaaa', 'beli', 'pulsa', 'lewat', 'baca', 'mobile', 'saldo', 'kepotong', 'tapi', 'pulsa', 'ya', 'tidak', 'masuk']","['huaaa', 'beli', 'pulsa', 'baca', 'mobile', 'saldo', 'kepotong', 'pulsa', 'ya', 'masuk']",huaaa beli pulsa baca mobile saldo potong pulsa ya masuk,Negatif
2024-12-23 04:49:14,Fajar Fajar,1,"Uang 260 ribu gak masuk masuk bos ke Rekeningnya , transaksi Qris gagal di lazada, gimana ini tunggu ampe 5 hari belum masuk juga",Uang  ribu gak masuk masuk bos ke Rekeningnya  transaksi Qris gagal di lazada gimana ini tunggu ampe  hari belum masuk juga,uang  ribu gak masuk masuk bos ke rekeningnya  transaksi qris gagal di lazada gimana ini tunggu ampe  hari belum masuk juga,uang ribu tidak masuk masuk bos ke rekeningnya transaksi qris gagal di lazada bagaimana ini tunggu sampai hari belum masuk juga,"['uang', 'ribu', 'tidak', 'masuk', 'masuk', 'bos', 'ke', 'rekeningnya', 'transaksi', 'qris', 'gagal', 'di', 'lazada', 'bagaimana', 'ini', 'tunggu', 'sampai', 'hari', 'belum', 'masuk', 'juga']","['uang', 'ribu', 'masuk', 'masuk', 'bos', 'rekeningnya', 'transaksi', 'qris', 'gagal', 'lazada', 'tunggu', 'masuk']",uang ribu masuk masuk bos rekening transaksi qris gagal lazada tunggu masuk,Negatif
2024-12-23 04:29:37,Fajar Nursidiq,3,"udah enak, simpel dan ringkas. cuman verifikasinya kalo dibuat kayak MyBCA (gausah kirim sms) cukup pake kode otp bakalan lebih ciamik, ditunggu deh next improvementnya.",udah enak simpel dan ringkas cuman verifikasinya kalo dibuat kayak MyBCA gausah kirim sms cukup pake kode otp bakalan lebih ciamik ditunggu deh next improvementnya,udah enak simpel dan ringkas cuman verifikasinya kalo dibuat kayak mybca gausah kirim sms cukup pake kode otp bakalan lebih ciamik ditunggu deh next improvementnya,sudah enak simpel dan ringkas cuman verifikasinya kalau dibuat kayak mybca kirim sms cukup pakai kode otp bakalan lebih ciamik ditunggu deh next improvementnya,"['sudah', 'enak', 'simpel', 'dan', 'ringkas', 'cuman', 'verifikasinya', 'kalau', 'dibuat', 'kayak', 'mybca', 'kirim', 'sms', 'cukup', 'pakai', 'kode', 'otp', 'bakalan', 'lebih', 'ciamik', 'ditunggu', 'deh', 'next', 'improvementnya']","['enak', 'simpel', 'ringkas', 'cuman', 'verifikasinya', 'kayak', 'mybca', 'kirim', 'sms', 'pakai', 'kode', 'otp', 'ciamik', 'ditunggu', 'deh', 'next', 'improvementnya']",enak simpel ringkas cuman verifikasi kayak mybca kirim sms pakai kode otp ciamik tunggu deh next improvementnya,Negatif
2024-12-23 04:14:56,Vania Aulia,5,Respon..,Respon,respon,respon,['respon'],['respon'],respon,Positif
2024-12-23 03:01:07,INDRA SURABAYA,5,Sangat membantu kelancaran transaksi banget.,Sangat membantu kelancaran transaksi banget,sangat membantu kelancaran transaksi banget,sangat membantu kelancaran transaksi banget,"['sangat', 'membantu', 'kelancaran', 'transaksi', 'banget']","['membantu', 'kelancaran', 'transaksi', 'banget']",bantu lancar transaksi banget,Positif
2024-12-23 02:24:05,Double S,1,Ribet amat bca mah mending bri buka rekening online cepet ga kayak bca ribet,Ribet amat bca mah mending bri buka rekening online cepet ga kayak bca ribet,ribet amat bca mah mending bri buka rekening online cepet ga kayak bca ribet,ribet amat baca mah mending bri buka rekening online cepat tidak kayak baca ribet,"['ribet', 'amat', 'baca', 'mah', 'mending', 'bri', 'buka', 'rekening', 'online', 'cepat', 'tidak', 'kayak', 'baca', 'ribet']","['ribet', 'baca', 'mah', 'mending', 'bri', 'buka', 'rekening', 'online', 'cepat', 'kayak', 'baca', 'ribet']",ribet baca mah mending bri buka rekening online cepat kayak baca ribet,Negatif
2024-12-23 01:56:05,Rita Rosidah,2,"Mohon dibantu kendala ketika checklist tidak bisa keduanya, hanya salah satu otomatis tidak bisa login bca Mobile, mohon segera perbaiki dan sarannya tks",Mohon dibantu kendala ketika checklist tidak bisa keduanya hanya salah satu otomatis tidak bisa login bca Mobile mohon segera perbaiki dan sarannya tks,mohon dibantu kendala ketika checklist tidak bisa keduanya hanya salah satu otomatis tidak bisa login bca mobile mohon segera perbaiki dan sarannya tks,mohon dibantu kendala ketika checklist tidak bisa keduanya hanya salah satu otomatis tidak bisa login baca mobile mohon segera perbaiki dan sarannya tks,"['mohon', 'dibantu', 'kendala', 'ketika', 'checklist', 'tidak', 'bisa', 'keduanya', 'hanya', 'salah', 'satu', 'otomatis', 'tidak', 'bisa', 'login', 'baca', 'mobile', 'mohon', 'segera', 'perbaiki', 'dan', 'sarannya', 'tks']","['mohon', 'dibantu', 'kendala', 'checklist', 'salah', 'otomatis', 'login', 'baca', 'mobile', 'mohon', 'perbaiki', 'sarannya', 'tks']",mohon bantu kendala checklist salah otomatis login baca mobile mohon baik saran tks,Negatif
2024-12-23 00:32:34,PICOM LODOYO Blitar,1,UI nya masih sangat basic. Kurang bagus. Masih kalah sama BRI.,UI nya masih sangat basic Kurang bagus Masih kalah sama BRI,ui nya masih sangat basic kurang bagus masih kalah sama bri,ui ya masih sangat basic kurang bagus masih kalah sama bri,"['ui', 'ya', 'masih', 'sangat', 'basic', 'kurang', 'bagus', 'masih', 'kalah', 'sama', 'bri']","['ui', 'ya', 'basic', 'bagus', 'kalah', 'bri']",ui ya basic bagus kalah bri,Positif
2024-12-23 00:07:59,Bapak Santoso,5,Yang terbaik,Yang terbaik,yang terbaik,yang terbaik,"['yang', 'terbaik']",['terbaik'],baik,Positif
2024-12-22 23:58:56,Fifky Iki,5,Kenapa sering ngak bisa pake kalo pake paket data padahal paket masih banyak ya,Kenapa sering ngak bisa pake kalo pake paket data padahal paket masih banyak ya,kenapa sering ngak bisa pake kalo pake paket data padahal paket masih banyak ya,kenapa sering tidak bisa pakai kalau pakai paket data padahal paket masih banyak ya,"['kenapa', 'sering', 'tidak', 'bisa', 'pakai', 'kalau', 'pakai', 'paket', 'data', 'padahal', 'paket', 'masih', 'banyak', 'ya']","['pakai', 'pakai', 'paket', 'data', 'paket', 'ya']",pakai pakai paket data paket ya,Positif
2024-12-22 23:54:59,Nur Janah,1,"Maaf nih, saya masuk ke hp baru trs download aplikasih ini,.. kenapa udh 2 hari ga dapet kode OTP yaa,.. coba dong. Perbaiki lg,. Udh 2 kali saya coba tetap ja sama, ga dapet kode OTP ny",Maaf nih saya masuk ke hp baru trs download aplikasih ini kenapa udh  hari ga dapet kode OTP yaa coba dong Perbaiki lg Udh  kali saya coba tetap ja sama ga dapet kode OTP ny,maaf nih saya masuk ke hp baru trs download aplikasih ini kenapa udh  hari ga dapet kode otp yaa coba dong perbaiki lg udh  kali saya coba tetap ja sama ga dapet kode otp ny,maaf nih saya masuk ke hp baru terus download aplikasih ini kenapa sudah hari tidak dapat kode otp ya coba dong perbaiki lagi sudah kali saya coba tetap saja sama tidak dapat kode otp nya,"['maaf', 'nih', 'saya', 'masuk', 'ke', 'hp', 'baru', 'terus', 'download', 'aplikasih', 'ini', 'kenapa', 'sudah', 'hari', 'tidak', 'dapat', 'kode', 'otp', 'ya', 'coba', 'dong', 'perbaiki', 'lagi', 'sudah', 'kali', 'saya', 'coba', 'tetap', 'saja', 'sama', 'tidak', 'dapat', 'kode', 'otp', 'nya']","['maaf', 'nih', 'masuk', 'hp', 'download', 'aplikasih', 'kode', 'otp', 'ya', 'coba', 'perbaiki', 'kali', 'coba', 'kode', 'otp', 'nya']",maaf nih masuk hp download aplikasih kode otp ya coba baik kali coba kode otp nya,Negatif
2024-12-22 23:12:47,Suraga Pratama01,1,"Indikator bca saya merah terus padahal jaringan stabil , udh update , udh refres dan udh bersih"" knapa tidak bisa proses transaksi",Indikator bca saya merah terus padahal jaringan stabil  udh update  udh refres dan udh bersih knapa tidak bisa proses transaksi,indikator bca saya merah terus padahal jaringan stabil  udh update  udh refres dan udh bersih knapa tidak bisa proses transaksi,indikator baca saya merah terus padahal jaringan stabil sudah update sudah refres dan sudah bersih knapa tidak bisa proses transaksi,"['indikator', 'baca', 'saya', 'merah', 'terus', 'padahal', 'jaringan', 'stabil', 'sudah', 'update', 'sudah', 'refres', 'dan', 'sudah', 'bersih', 'knapa', 'tidak', 'bisa', 'proses', 'transaksi']","['indikator', 'baca', 'merah', 'jaringan', 'stabil', 'update', 'refres', 'bersih', 'knapa', 'proses', 'transaksi']",indikator baca merah jaring stabil update refres bersih knapa proses transaksi,Positif
2024-12-22 22:49:09,Nyuknyang Daeng,5,Mantap ini,Mantap ini,mantap ini,mantap ini,"['mantap', 'ini']",['mantap'],mantap,Negatif
2024-12-22 22:28:52,Abdul Harris,5,trimakasih BCA...memudahkan dlm transaksi.menghemat waktu OK,trimakasih BCAmemudahkan dlm transaksimenghemat waktu OK,trimakasih bcamemudahkan dlm transaksimenghemat waktu ok,trimakasih bcamemudahkan dalam transaksimenghemat waktu ok,"['trimakasih', 'bcamemudahkan', 'dalam', 'transaksimenghemat', 'waktu', 'ok']","['trimakasih', 'bcamemudahkan', 'transaksimenghemat', 'ok']",trimakasih bcamemudahkan transaksimenghemat ok,Positif
2024-12-22 22:17:57,Rahmat Sunarya,5,Saya suka,Saya suka,saya suka,saya suka,"['saya', 'suka']",['suka'],suka,Positif
2024-12-22 22:05:40,Muhammad fardillah,1,Setelah di update..saat masuk ke transfer harus masukan no OTP...tpi tidak mendapatkan SMZ sudah di klik berulangkali... Bukannya menjadi lebih baik tpi mlah ga bisa di gunakan ..,Setelah di updatesaat masuk ke transfer harus masukan no OTPtpi tidak mendapatkan SMZ sudah di klik berulangkali Bukannya menjadi lebih baik tpi mlah ga bisa di gunakan ,setelah di updatesaat masuk ke transfer harus masukan no otptpi tidak mendapatkan smz sudah di klik berulangkali bukannya menjadi lebih baik tpi mlah ga bisa di gunakan ,setelah di updatesaat masuk ke transfer harus masukan no otptpi tidak mendapatkan smz sudah di klik berulangkali bukannya menjadi lebih baik tapi malah tidak bisa di gunakan,"['setelah', 'di', 'updatesaat', 'masuk', 'ke', 'transfer', 'harus', 'masukan', 'no', 'otptpi', 'tidak', 'mendapatkan', 'smz', 'sudah', 'di', 'klik', 'berulangkali', 'bukannya', 'menjadi', 'lebih', 'baik', 'tapi', 'malah', 'tidak', 'bisa', 'di', 'gunakan']","['updatesaat', 'masuk', 'transfer', 'masukan', 'no', 'otptpi', 'smz', 'klik', 'berulangkali']",updatesaat masuk transfer masuk no otptpi smz klik berulangkali,Negatif
2024-12-22 21:04:40,Aji Giri,5,Pelayanan cepat dan aman,Pelayanan cepat dan aman,pelayanan cepat dan aman,pelayanan cepat dan aman,"['pelayanan', 'cepat', 'dan', 'aman']","['pelayanan', 'cepat', 'aman']",layan cepat aman,Negatif
2024-12-22 18:51:45,Deni Rahmatuloh Pratama (Poltak),1,"Makin ngawur ah udah bolak balik kirim sms ngga ada kode buat masuk bca pdhal sebelum""nya bisa ngawur ttp ngga bisa masuk udah sms,pake wifi jg ngawur yg bener lah udah bener semua yg bener lah bca",Makin ngawur ah udah bolak balik kirim sms ngga ada kode buat masuk bca pdhal sebelumnya bisa ngawur ttp ngga bisa masuk udah smspake wifi jg ngawur yg bener lah udah bener semua yg bener lah bca,makin ngawur ah udah bolak balik kirim sms ngga ada kode buat masuk bca pdhal sebelumnya bisa ngawur ttp ngga bisa masuk udah smspake wifi jg ngawur yg bener lah udah bener semua yg bener lah bca,makin ngawur ah sudah bolak balik kirim sms tidak ada kode buat masuk baca padahal sebelumnya bisa ngawur tetap tidak bisa masuk sudah smspake wifi juga ngawur yang benar lah sudah benar semua yang benar lah baca,"['makin', 'ngawur', 'ah', 'sudah', 'bolak', 'balik', 'kirim', 'sms', 'tidak', 'ada', 'kode', 'buat', 'masuk', 'baca', 'padahal', 'sebelumnya', 'bisa', 'ngawur', 'tetap', 'tidak', 'bisa', 'masuk', 'sudah', 'smspake', 'wifi', 'juga', 'ngawur', 'yang', 'benar', 'lah', 'sudah', 'benar', 'semua', 'yang', 'benar', 'lah', 'baca']","['ngawur', 'ah', 'bolak', 'kirim', 'sms', 'kode', 'masuk', 'baca', 'ngawur', 'masuk', 'smspake', 'wifi', 'ngawur', 'baca']",ngawur ah bolak kirim sms kode masuk baca ngawur masuk smspake wifi ngawur baca,Negatif
2024-12-22 17:40:56,Fahri Arief Ramadhan,1,3x uang ilang mulu bulan ini,x uang ilang mulu bulan ini,x uang ilang mulu bulan ini,kali uang hilang mulu bulan ini,"['kali', 'uang', 'hilang', 'mulu', 'bulan', 'ini']","['kali', 'uang', 'hilang', 'mulu']",kali uang hilang mulu,Negatif
2024-12-22 14:42:49,zacky aridovi,1,"Tiba tiba logout sendiri, padahal lagi genting banget",Tiba tiba logout sendiri padahal lagi genting banget,tiba tiba logout sendiri padahal lagi genting banget,tiba tiba logout sendiri padahal lagi genting banget,"['tiba', 'tiba', 'logout', 'sendiri', 'padahal', 'lagi', 'genting', 'banget']","['logout', 'genting', 'banget']",logout genting banget,Positif
2024-12-22 14:40:26,Syaiful Bahri,5,sangat memuaskan dan sistemnya aman daei penjebolan sistem,sangat memuaskan dan sistemnya aman daei penjebolan sistem,sangat memuaskan dan sistemnya aman daei penjebolan sistem,sangat memuaskan dan sistemnya aman daei penjebolan sistem,"['sangat', 'memuaskan', 'dan', 'sistemnya', 'aman', 'daei', 'penjebolan', 'sistem']","['memuaskan', 'sistemnya', 'aman', 'daei', 'penjebolan', 'sistem']",muas sistem aman daei jebol sistem,Negatif
2024-12-22 14:34:13,Muhamad Rivaldi,1,"Mengecewakan, ada saldo dikit mau ditarik udah rp 0, potongan apa sih? Mana gaada notifikasinya kalau ada potongan jadi user gak tau kalau ada potongan, Dimana2 kalau potongan tuh ada notifikasinya. Parah duit receh di embat. Ga mungkin potongan bulanan kalau bulanan ga bakal di embat",Mengecewakan ada saldo dikit mau ditarik udah rp  potongan apa sih Mana gaada notifikasinya kalau ada potongan jadi user gak tau kalau ada potongan Dimana kalau potongan tuh ada notifikasinya Parah duit receh di embat Ga mungkin potongan bulanan kalau bulanan ga bakal di embat,mengecewakan ada saldo dikit mau ditarik udah rp  potongan apa sih mana gaada notifikasinya kalau ada potongan jadi user gak tau kalau ada potongan dimana kalau potongan tuh ada notifikasinya parah duit receh di embat ga mungkin potongan bulanan kalau bulanan ga bakal di embat,mengecewakan ada saldo dikit mau ditarik sudah rp potongan apa sih mana notifikasinya kalau ada potongan jadi user tidak tau kalau ada potongan dimana kalau potongan tuh ada notifikasinya parah duit receh di embat tidak mungkin potongan bulanan kalau bulanan tidak bakal di embat,"['mengecewakan', 'ada', 'saldo', 'dikit', 'mau', 'ditarik', 'sudah', 'rp', 'potongan', 'apa', 'sih', 'mana', 'notifikasinya', 'kalau', 'ada', 'potongan', 'jadi', 'user', 'tidak', 'tau', 'kalau', 'ada', 'potongan', 'dimana', 'kalau', 'potongan', 'tuh', 'ada', 'notifikasinya', 'parah', 'duit', 'receh', 'di', 'embat', 'tidak', 'mungkin', 'potongan', 'bulanan', 'kalau', 'bulanan', 'tidak', 'bakal', 'di', 'embat']","['mengecewakan', 'saldo', 'dikit', 'ditarik', 'rp', 'potongan', 'sih', 'notifikasinya', 'potongan', 'user', 'tau', 'potongan', 'dimana', 'potongan', 'tuh', 'notifikasinya', 'parah', 'duit', 'receh', 'embat', 'potongan', 'bulanan', 'bulanan', 'embat']",kecewa saldo dikit tarik rp potong sih notifikasi potong user tau potong mana potong tuh notifikasi parah duit receh embat potong bulan bulan embat,Negatif
2024-12-22 14:31:59,diar rosandy,1,Sumpah ini aplikasi kntoool.. abis pulsa 10rb karna tiap login mbanking Uda kirim SMS bukannya masuk ke laman pin malah balik ke laman utama ... Mending tutup akun aja pindah bank lain... Muak aku make bca aplikasi nya GK pernah jelas,Sumpah ini aplikasi kntoool abis pulsa rb karna tiap login mbanking Uda kirim SMS bukannya masuk ke laman pin malah balik ke laman utama  Mending tutup akun aja pindah bank lain Muak aku make bca aplikasi nya GK pernah jelas,sumpah ini aplikasi kntoool abis pulsa rb karna tiap login mbanking uda kirim sms bukannya masuk ke laman pin malah balik ke laman utama  mending tutup akun aja pindah bank lain muak aku make bca aplikasi nya gk pernah jelas,sumpah ini aplikasi kntoool habis pulsa ribu karena tiap login mbanking sudah kirim sms bukannya masuk ke laman pin malah balik ke laman utama mending tutup akun saja pindah bank lain muak aku memakai baca aplikasi ya tidak pernah jelas,"['sumpah', 'ini', 'aplikasi', 'kntoool', 'habis', 'pulsa', 'ribu', 'karena', 'tiap', 'login', 'mbanking', 'sudah', 'kirim', 'sms', 'bukannya', 'masuk', 'ke', 'laman', 'pin', 'malah', 'balik', 'ke', 'laman', 'utama', 'mending', 'tutup', 'akun', 'saja', 'pindah', 'bank', 'lain', 'muak', 'aku', 'memakai', 'baca', 'aplikasi', 'ya', 'tidak', 'pernah', 'jelas']","['sumpah', 'aplikasi', 'kntoool', 'habis', 'pulsa', 'ribu', 'login', 'mbanking', 'kirim', 'sms', 'masuk', 'laman', 'pin', 'laman', 'utama', 'mending', 'tutup', 'akun', 'pindah', 'bank', 'muak', 'memakai', 'baca', 'aplikasi', 'ya']",sumpah aplikasi kntoool habis pulsa ribu login mbanking kirim sms masuk laman pin laman utama mending tutup akun pindah bank muak pakai baca aplikasi ya,Negatif
2024-12-22 14:07:55,Tomy Darmà'one,5,"Kembalikan aplikasi bca mobile yang bisa hapus riwayat Tf Dan riwayat pembayaran pakai Qris donk,please",Kembalikan aplikasi bca mobile yang bisa hapus riwayat Tf Dan riwayat pembayaran pakai Qris donkplease,kembalikan aplikasi bca mobile yang bisa hapus riwayat tf dan riwayat pembayaran pakai qris donkplease,kembalikan aplikasi baca mobile yang bisa hapus riwayat tf dan riwayat pembayaran pakai qris donkplease,"['kembalikan', 'aplikasi', 'baca', 'mobile', 'yang', 'bisa', 'hapus', 'riwayat', 'tf', 'dan', 'riwayat', 'pembayaran', 'pakai', 'qris', 'donkplease']","['kembalikan', 'aplikasi', 'baca', 'mobile', 'hapus', 'riwayat', 'tf', 'riwayat', 'pembayaran', 'pakai', 'qris', 'donkplease']",kembali aplikasi baca mobile hapus riwayat tf riwayat bayar pakai qris donkplease,Negatif
2024-12-22 14:02:49,Glng Pangest,1,"Sangat buruk MERUGIKAN!! stiap buka apk suruh verifikasi ulang,trus kirim SMS nya ga cukup sekali sampe pulsa habis 30rb tetep blm di verifikasi.telpon customer servicenya malah ga mau ngangkat. Jangan di instal !!",Sangat buruk MERUGIKAN stiap buka apk suruh verifikasi ulangtrus kirim SMS nya ga cukup sekali sampe pulsa habis rb tetep blm di verifikasitelpon customer servicenya malah ga mau ngangkat Jangan di instal ,sangat buruk merugikan stiap buka apk suruh verifikasi ulangtrus kirim sms nya ga cukup sekali sampe pulsa habis rb tetep blm di verifikasitelpon customer servicenya malah ga mau ngangkat jangan di instal ,sangat buruk merugikan setiap buka apk suruh verifikasi ulangtrus kirim sms ya tidak cukup sekali sampai pulsa habis ribu tetap belum di verifikasitelpon customer servicenya malah tidak mau ngangkat jangan di instal,"['sangat', 'buruk', 'merugikan', 'setiap', 'buka', 'apk', 'suruh', 'verifikasi', 'ulangtrus', 'kirim', 'sms', 'ya', 'tidak', 'cukup', 'sekali', 'sampai', 'pulsa', 'habis', 'ribu', 'tetap', 'belum', 'di', 'verifikasitelpon', 'customer', 'servicenya', 'malah', 'tidak', 'mau', 'ngangkat', 'jangan', 'di', 'instal']","['buruk', 'merugikan', 'buka', 'apk', 'suruh', 'verifikasi', 'ulangtrus', 'kirim', 'sms', 'ya', 'pulsa', 'habis', 'ribu', 'verifikasitelpon', 'customer', 'servicenya', 'ngangkat', 'instal']",buruk rugi buka apk suruh verifikasi ulangtrus kirim sms ya pulsa habis ribu verifikasitelpon customer servicenya ngangkat instal,Negatif
